Disposal_ID,Book_ID,Employee_ID,Disposal_Method,Material_of_Book,Date
8466145,33558,1014,Donation,Metal,2024-06-11
7417572,65208,1005,Repurposing,Metal,2023-02-08
6893292,18483,1028,Incineration,Synthetic,2023-03-25
5058284,14110,1008,Donation,Metal,2023-06-26
4140780,60651,1005,Shredding,Paper,2023-10-01
3092208,97113,1014,Repurposing,Leather,2023-11-25
3616497,29446,1002,Donation,Synthetic,2024-11-17
7548661,39546,1023,Recycling,Paper,2023-12-29
9776887,49454,1008,Incineration,Leather,2024-12-23
4796152,26050,1028,Recycling,Synthetic,2024-01-23
2567936,34232,1019,Repurposing,Metal,2023-07-30
5713669,75502,1002,Repurposing,Paper,2024-03-29
5451527,60120,1005,Recycling,Leather,2023-04-12
7417610,57007,1024,Repurposing,Metal,2023-07-12
8728332,63642,1013,Shredding,Synthetic,2024-05-22
5320462,28348,1008,Recycling,Synthetic,2023-07-16
5320464,86422,1014,Incineration,Metal,2023-07-31
7286555,88084,1028,Donation,Metal,2024-06-19
1388332,53274,1008,Shredding,Leather,2023-11-10
4927280,1031,1019,Burial,Leather,2023-09-06
8859448,90716,1014,Donation,Leather,2024-09-13
4796217,58158,1013,Burial,Metal,2024-03-13
4927291,73334,1028,Donation,Leather,2023-06-26
6106940,25656,1013,Burial,Leather,2023-05-07
4796229,54562,1024,Incineration,Leather,2024-01-15
8859466,29716,1014,Incineration,Metal,2024-12-15
5189454,25849,1024,Burial,Synthetic,2023-04-12
7024462,1428,1019,Recycling,Metal,2024-12-03
5058394,72573,1005,Donation,Metal,2023-09-09
4665183,29102,1005,Incineration,Paper,2023-11-29
7810916,63623,1005,Donation,Leather,2023-06-05
4140907,90006,1024,Burial,Metal,2024-01-28
1126251,92920,1019,Burial,Paper,2023-02-28
1781617,45148,1019,Recycling,Synthetic,2025-01-01
9121653,98882,1014,Recycling,Synthetic,2023-06-27
8597375,31582,1024,Incineration,Paper,2024-10-14
4534145,45686,1002,Burial,Leather,2023-02-08
7286659,99213,1008,Burial,Leather,2024-04-17
1781638,47940,1023,Shredding,Leather,2024-03-14
4927374,72522,1002,Incineration,Synthetic,2024-02-16
4140953,35437,1005,Repurposing,Paper,2023-04-21
4403109,42740,1014,Burial,Metal,2023-11-21
6369196,72370,1019,Incineration,Metal,2023-05-14
2568115,63183,1014,Repurposing,Leather,2023-12-23
3354567,40585,1023,Repurposing,Paper,2023-02-25
3747796,69090,1014,Repurposing,Paper,2023-06-17
9514965,89291,1014,Repurposing,Paper,2023-05-01
4927455,18436,1028,Donation,Metal,2024-06-18
7417828,74900,1002,Donation,Leather,2024-11-26
4141035,3942,1024,Shredding,Leather,2024-07-25
7811054,55264,1019,Donation,Leather,2024-10-18
1781749,13742,1013,Shredding,Leather,2023-08-15
9777141,32855,1002,Burial,Metal,2024-04-26
2174969,36562,1013,Repurposing,Metal,2024-09-27
6107130,27724,1023,Shredding,Metal,2024-10-07
9777146,13651,1013,Incineration,Synthetic,2024-06-01
7680003,26681,1024,Shredding,Synthetic,2024-05-28
5451780,95348,1002,Shredding,Paper,2024-04-05
8335370,48614,1024,Burial,Synthetic,2024-07-28
6107158,51578,1023,Donation,Metal,2024-10-12
4665376,43246,1023,Shredding,Leather,2024-08-10
6762545,1891,1019,Recycling,Metal,2024-03-08
7155764,41029,1019,Incineration,Leather,2024-08-06
8335415,40015,1008,Shredding,Paper,2024-05-15
4403260,13147,1023,Shredding,Synthetic,2023-11-16
6762558,75551,1002,Incineration,Paper,2023-03-27
7024718,61268,1028,Repurposing,Leather,2023-08-30
1126496,34800,1023,Shredding,Paper,2023-05-30
2699366,8810,1013,Donation,Metal,2024-06-13
8728679,61199,1002,Repurposing,Metal,2024-07-07
7811179,23965,1013,Donation,Metal,2024-05-01
2830444,2729,1019,Burial,Synthetic,2024-10-29
5058671,21003,1023,Incineration,Paper,2023-12-07
1519727,6545,1028,Donation,Paper,2024-07-31
5976177,39421,1023,Donation,Synthetic,2024-11-18
4534394,9400,1002,Donation,Paper,2024-11-19
7417984,18696,1023,Burial,Paper,2023-03-20
9646222,66513,1008,Repurposing,Leather,2024-07-16
5714067,35467,1002,Repurposing,Leather,2023-06-28
1519765,15059,1023,Shredding,Paper,2023-09-05
4010135,80198,1024,Donation,Synthetic,2023-08-28
5976218,77267,1013,Incineration,Paper,2024-03-28
5189792,24526,1013,Burial,Leather,2023-10-03
2568358,21080,1008,Burial,Leather,2024-05-03
4141226,74885,1005,Incineration,Synthetic,2024-10-18
5189803,78024,1024,Recycling,Paper,2024-10-19
7680172,827,1019,Recycling,Leather,2023-08-31
8990898,78904,1023,Recycling,Synthetic,2024-09-05
1388726,59720,1028,Shredding,Leather,2024-08-27
6500536,9524,1023,Burial,Paper,2023-06-28
7680198,7860,1024,Burial,Metal,2024-03-15
7418058,50399,1008,Donation,Leather,2023-10-19
3485903,98820,1019,Donation,Synthetic,2023-12-28
2961626,96907,1014,Recycling,Metal,2024-12-30
5189852,15910,1014,Recycling,Paper,2023-02-01
4927717,96357,1028,Repurposing,Leather,2025-01-05
7680234,97566,1023,Recycling,Leather,2024-12-18
9384178,55916,1019,Incineration,Synthetic,2023-02-20
4010227,61655,1014,Shredding,Metal,2024-11-23
5845246,33987,1024,Burial,Metal,2024-07-25
5320971,16284,1023,Shredding,Paper,2025-01-15
5452050,53560,1023,Recycling,Synthetic,2024-07-07
5189907,10949,1002,Incineration,Synthetic,2024-03-15
3617051,26766,1008,Burial,Metal,2024-05-01
7024925,96099,1024,Recycling,Metal,2024-05-09
5189923,87537,1019,Burial,Synthetic,2024-02-14
5189950,66241,1028,Shredding,Leather,2023-03-14
1257799,61515,1023,Incineration,Paper,2024-03-01
6762823,42431,1024,Donation,Paper,2024-06-11
1913162,51417,1005,Repurposing,Leather,2024-08-04
2699605,57117,1023,Shredding,Leather,2024-09-11
4272470,75917,1023,Repurposing,Paper,2023-01-26
7287127,58633,1002,Donation,Synthetic,2023-02-28
6762847,9303,1023,Repurposing,Synthetic,2024-05-30
6631778,45683,1014,Incineration,Paper,2024-02-12
9777513,38341,1028,Recycling,Paper,2024-02-25
3486063,10065,1024,Burial,Paper,2024-03-02
6762865,91592,1023,Burial,Metal,2024-09-03
4665733,49909,1008,Donation,Leather,2024-02-24
3617161,12084,1014,Repurposing,Synthetic,2024-06-16
2175384,74257,1002,Incineration,Paper,2024-12-05
4665764,63573,1002,Repurposing,Leather,2023-10-06
4796851,33970,1002,Incineration,Metal,2024-07-12
8466869,1825,1013,Donation,Paper,2024-10-21
8204748,63309,1024,Incineration,Metal,2023-04-13
9646552,19804,1008,Repurposing,Metal,2024-09-15
8204764,99536,1023,Recycling,Metal,2024-10-22
7156190,35390,1028,Incineration,Paper,2023-03-10
7942624,27583,1028,Repurposing,Metal,2023-10-17
3092962,19768,1023,Recycling,Metal,2024-09-29
9908709,61763,1019,Repurposing,Paper,2024-05-28
1257962,5624,1024,Shredding,Synthetic,2023-05-12
6238720,39226,1024,Donation,Synthetic,2023-11-21
9908758,99751,1014,Recycling,Metal,2024-09-08
6107677,68226,1002,Donation,Leather,2023-07-30
3748385,42204,1024,Repurposing,Metal,2024-06-22
2961960,99158,1028,Recycling,Synthetic,2023-03-31
1782314,84215,1005,Donation,Paper,2023-04-24
6894125,21092,1005,Incineration,Paper,2023-09-08
8598066,57522,1019,Recycling,Synthetic,2024-10-16
7418437,53790,1002,Burial,Leather,2023-07-02
8204870,90028,1019,Recycling,Paper,2023-09-19
2044493,98196,1014,Repurposing,Leather,2024-04-16
6763116,9874,1028,Donation,Synthetic,2024-08-13
7680628,48782,1005,Recycling,Synthetic,2023-04-14
7287417,602,1023,Burial,Leather,2024-09-09
9908863,40264,1028,Recycling,Metal,2023-07-31
5976705,87705,1014,Incineration,Leather,2023-07-06
8598155,97480,1008,Donation,Metal,2024-06-07
5190284,38166,1023,Repurposing,Metal,2023-08-17
3093136,68896,1014,Repurposing,Leather,2024-06-06
5583506,81264,1028,Repurposing,Synthetic,2024-08-01
3486357,37312,1024,Recycling,Leather,2023-12-21
7942816,88499,1002,Shredding,Metal,2024-10-27
8467111,26721,1028,Incineration,Leather,2023-04-25
6763181,13175,1024,Repurposing,Leather,2023-01-18
3617457,8709,1028,Incineration,Metal,2023-06-01
7811768,85075,1019,Donation,Metal,2023-04-22
1127100,33982,1014,Shredding,Leather,2023-08-02
7549629,17540,1024,Shredding,Paper,2024-05-09
9646789,57255,1008,Repurposing,Metal,2023-03-22
7549641,95374,1005,Burial,Synthetic,2024-06-27
3748561,48224,1008,Donation,Leather,2024-10-31
3748577,21298,1005,Incineration,Paper,2024-05-17
1520360,54255,1013,Incineration,Leather,2023-02-24
1389300,8085,1023,Donation,Synthetic,2025-01-01
9646839,14200,1002,Incineration,Leather,2024-01-31
9777921,56457,1002,Recycling,Leather,2024-08-11
8729345,31196,1028,Incineration,Leather,2023-09-09
7418626,20321,1024,Recycling,Metal,2023-12-31
8729365,97090,1028,Incineration,Synthetic,2023-02-14
8598301,21556,1023,Burial,Metal,2024-10-27
1258274,90190,1024,Burial,Synthetic,2023-03-31
3879716,968,1008,Donation,Leather,2023-03-02
6239015,1449,1005,Shredding,Leather,2024-08-06
5845812,79698,1028,Recycling,Paper,2023-12-04
5190462,5097,1019,Repurposing,Paper,2024-10-16
3748687,29247,1008,Shredding,Paper,2024-07-25
2306902,53936,1014,Recycling,Metal,2024-06-12
2962262,50635,1008,Shredding,Leather,2024-10-10
4666213,53755,1023,Donation,Leather,2024-07-22
7156600,45249,1023,Repurposing,Synthetic,2023-01-28
8467325,15462,1005,Repurposing,Synthetic,2023-09-06
3486613,40822,1008,Shredding,Paper,2024-01-22
5714844,82046,1013,Incineration,Paper,2023-05-21
8336287,530,1023,Incineration,Leather,2023-10-29
8467376,45155,1008,Incineration,Metal,2024-10-10
4928434,56429,1005,Repurposing,Metal,2024-03-03
4928435,91588,1005,Shredding,Metal,2024-12-01
4404146,62619,1008,Incineration,Synthetic,2023-01-24
4404160,85245,1013,Burial,Metal,2024-01-29
3486664,47608,1028,Incineration,Leather,2023-05-19
5059542,80454,1024,Repurposing,Metal,2024-09-03
2831326,51520,1014,Repurposing,Synthetic,2024-02-27
3617759,62922,1008,Repurposing,Metal,2024-04-15
2044911,23392,1002,Recycling,Leather,2024-10-28
5714935,34259,1002,Burial,Synthetic,2024-11-18
2831368,89512,1002,Incineration,Metal,2023-02-02
4666385,47236,1013,Repurposing,Paper,2024-05-27
1782819,19703,1002,Donation,Metal,2024-01-20
8991781,22470,1013,Donation,Synthetic,2023-03-27
5452838,34698,1019,Burial,Metal,2024-05-31
8729640,17562,1019,Repurposing,Paper,2024-08-21
8074284,74637,1005,Repurposing,Metal,2024-11-17
8467504,4445,1024,Shredding,Synthetic,2023-08-29
6894657,34850,1008,Recycling,Synthetic,2024-07-28
3224646,49324,1008,Shredding,Synthetic,2024-11-19
1913960,41380,1024,Donation,Paper,2023-06-05
4011114,54612,1023,Recycling,Paper,2024-02-23
6632557,15839,1014,Donation,Leather,2024-03-27
1258614,72480,1014,Recycling,Paper,2024-02-27
9778303,75817,1028,Incineration,Leather,2024-06-26
3880069,12465,1024,Recycling,Leather,2023-01-25
8598662,17476,1014,Incineration,Paper,2024-09-03
3880070,36026,1013,Repurposing,Metal,2023-06-13
2962568,38836,1023,Repurposing,Paper,2023-11-04
2831500,75340,1028,Repurposing,Paper,2024-06-04
4666516,19050,1014,Donation,Synthetic,2023-10-20
1651863,30443,1024,Donation,Leather,2024-06-14
1389731,35485,1008,Shredding,Paper,2024-05-29
2700477,20609,1005,Donation,Metal,2023-09-19
8860867,3232,1002,Repurposing,Paper,2023-12-13
9516229,27631,1002,Incineration,Metal,2023-04-21
3486935,79040,1014,Shredding,Paper,2023-04-01
2569433,84877,1023,Recycling,Leather,2024-04-09
9516261,39704,1013,Repurposing,Synthetic,2023-10-06
1520880,26704,1002,Repurposing,Metal,2025-01-01
5715188,90297,1005,Recycling,Leather,2024-01-09
3224825,64485,1028,Shredding,Paper,2023-12-09
8467712,30161,1002,Shredding,Metal,2024-03-20
5846272,88555,1028,Shredding,Leather,2024-08-23
7025925,98357,1023,Burial,Paper,2023-02-14
3355918,80124,1014,Burial,Leather,2024-09-14
8336666,378,1005,Recycling,Metal,2024-11-06
1783086,11860,1008,Repurposing,Paper,2024-03-06
7943491,45753,1014,Donation,Synthetic,2024-06-16
6239557,11821,1008,Repurposing,Paper,2024-04-07
1520974,22821,1008,Recycling,Leather,2024-03-07
9254242,72122,1005,Burial,Leather,2024-12-16
8992133,24752,1013,Burial,Metal,2024-09-11
4797832,59768,1014,Shredding,Synthetic,2023-02-01
2438537,78113,1028,Recycling,Paper,2024-07-06
5322127,44584,1014,Repurposing,Metal,2023-10-15
8992158,57868,1008,Recycling,Synthetic,2024-01-29
7419303,69834,1028,Shredding,Leather,2023-02-03
9254312,82562,1013,Incineration,Synthetic,2024-08-25
9385385,6186,1013,Shredding,Synthetic,2024-04-28
7812525,36044,1023,Burial,Paper,2024-01-30
2045359,27629,1008,Recycling,Metal,2024-06-04
4404668,90976,1008,Recycling,Metal,2024-01-28
8336835,85224,1008,Burial,Synthetic,2023-02-26
6632900,58595,1014,Repurposing,Paper,2023-11-21
1258948,50156,1005,Shredding,Paper,2024-05-26
7681479,28457,1019,Incineration,Paper,2024-12-30
6370765,3934,1008,Shredding,Paper,2024-10-06
8730063,60359,1005,Shredding,Metal,2023-03-05
7157209,3051,1013,Recycling,Synthetic,2023-02-16
3356122,83260,1019,Burial,Paper,2023-02-26
4142555,12699,1005,Recycling,Paper,2023-02-06
1259001,40429,1024,Repurposing,Metal,2023-04-02
8730130,8542,1002,Burial,Leather,2023-03-17
5977630,65186,1019,Repurposing,Paper,2024-09-06
5060128,87955,1024,Incineration,Leather,2023-12-07
8074784,27936,1008,Repurposing,Metal,2024-11-11
8861216,24055,1008,Shredding,Leather,2024-03-20
5191210,8164,1024,Repurposing,Metal,2023-05-21
3094058,26344,1008,Donation,Metal,2024-03-09
6108726,92269,1005,Donation,Paper,2024-02-17
4404790,65940,1002,Donation,Metal,2023-09-16
2045497,28719,1014,Recycling,Paper,2023-10-12
3094077,35180,1028,Repurposing,Paper,2023-03-09
1652299,29999,1005,Repurposing,Paper,2024-02-06
3487308,87713,1014,Repurposing,Leather,2024-04-15
7943755,68028,1023,Repurposing,Leather,2023-09-25
2307670,47450,1014,Burial,Leather,2023-11-11
5453399,73177,1013,Recycling,Synthetic,2024-05-25
1521247,22310,1028,Incineration,Leather,2024-08-29
5453415,92075,1008,Burial,Synthetic,2024-03-02
5060214,59216,1024,Incineration,Metal,2024-09-29
7681666,23296,1023,Shredding,Leather,2024-12-06
8861317,35792,1028,Burial,Paper,2023-05-26
5977740,68197,1023,Shredding,Synthetic,2024-02-12
5846670,96362,1013,Repurposing,Metal,2023-10-06
1783443,43082,1013,Recycling,Paper,2024-05-07
4273813,56346,1014,Incineration,Leather,2024-05-18
9123486,41894,1005,Recycling,Leather,2023-06-23
6895266,1682,1024,Repurposing,Leather,2024-04-09
4142757,87005,1008,Recycling,Synthetic,2025-01-13
5453486,66511,1013,Donation,Leather,2024-03-25
3880627,72106,1024,Recycling,Leather,2024-12-23
2307773,12904,1019,Donation,Paper,2023-04-27
4929213,5475,1019,Shredding,Metal,2023-03-25
8730304,9275,1028,Shredding,Leather,2024-04-02
9516742,45142,1005,Burial,Metal,2024-03-06
7550678,90823,1008,Incineration,Paper,2024-01-01
7812823,838,1014,Recycling,Metal,2024-04-20
2569949,13340,1013,Repurposing,Metal,2025-01-02
2701031,13028,1024,Recycling,Leather,2024-03-04
5846763,15682,1013,Donation,Paper,2023-07-31
8599277,10709,1014,Incineration,Leather,2024-03-20
8861422,32894,1008,Incineration,Leather,2024-04-15
6371062,50522,1014,Recycling,Leather,2023-02-08
9516799,15898,1028,Incineration,Metal,2024-06-17
7288585,87743,1005,Recycling,Synthetic,2024-04-05
6895372,57852,1023,Recycling,Leather,2024-08-15
5584660,33911,1014,Recycling,Leather,2024-11-26
7812890,13252,1005,Repurposing,Paper,2024-11-08
1390375,307,1013,Shredding,Paper,2024-07-04
8861485,23052,1024,Incineration,Leather,2024-08-30
9647932,59763,1013,Incineration,Metal,2024-12-07
4142910,32864,1013,Shredding,Metal,2024-04-07
6895429,92564,1028,Burial,Synthetic,2024-01-17
5715788,76911,1024,Repurposing,Synthetic,2024-08-09
7812941,45927,1002,Repurposing,Paper,2023-06-01
7288657,33005,1019,Repurposing,Paper,2024-07-05
1390447,8424,1008,Donation,Metal,2023-03-28
9385852,75506,1019,Repurposing,Metal,2024-05-22
2701185,8430,1019,Shredding,Leather,2024-06-12
2307980,88686,1008,Burial,Synthetic,2024-06-17
6371213,61595,1008,Incineration,Metal,2023-05-05
6371232,96227,1019,Incineration,Leather,2023-02-09
8861602,85990,1024,Burial,Synthetic,2023-11-17
7419812,27963,1019,Burial,Metal,2023-09-27
7944103,88980,1023,Repurposing,Metal,2023-08-11
1783738,1197,1023,Incineration,Synthetic,2024-01-12
3618749,41917,1002,Burial,Synthetic,2023-02-25
9648065,84768,1024,Burial,Synthetic,2024-07-25
4274113,89706,1002,Recycling,Metal,2023-08-22
7026632,18359,1013,Burial,Metal,2023-08-09
4536268,31886,1008,Shredding,Metal,2023-12-23
5715926,82452,1024,Repurposing,Metal,2023-05-10
8337368,81164,1002,Recycling,Paper,2023-09-29
3356638,67666,1014,Burial,Leather,2024-09-27
6109154,99780,1013,Shredding,Metal,2023-06-13
2832355,78737,1013,Burial,Paper,2023-03-21
1259493,52253,1013,Repurposing,Leather,2024-02-18
6240232,12873,1019,Recycling,Synthetic,2023-04-14
4405241,86268,1014,Incineration,Metal,2024-04-22
8468475,22981,1014,Donation,Leather,2024-02-08
3618813,24946,1002,Repurposing,Metal,2024-09-29
3487742,69012,1005,Recycling,Paper,2023-04-17
5453824,25837,1024,Donation,Metal,2024-03-30
9779211,20943,1019,Incineration,Paper,2023-02-25
8468541,37120,1013,Repurposing,Synthetic,2023-07-17
1652820,58910,1028,Repurposing,Synthetic,2025-01-06
5060696,16746,1023,Recycling,Synthetic,2025-01-05
9779300,76822,1002,Repurposing,Paper,2023-07-05
7551080,8212,1002,Burial,Synthetic,2023-06-12
5585006,42623,1005,Incineration,Synthetic,2024-10-04
8861808,99074,1023,Shredding,Synthetic,2024-11-18
5322868,22490,1014,Shredding,Synthetic,2023-12-18
3487869,51999,1008,Recycling,Synthetic,2023-12-12
1390721,98852,1019,Recycling,Metal,2024-05-16
8075396,71589,1008,Incineration,Metal,2024-04-17
3094665,92279,1028,Incineration,Leather,2023-08-19
5060749,46476,1023,Incineration,Paper,2023-12-11
6633617,78947,1013,Burial,Paper,2023-03-16
7157911,12599,1013,Incineration,Paper,2023-06-28
4929705,95862,1019,Repurposing,Synthetic,2024-07-11
7026869,10549,1024,Repurposing,Synthetic,2023-10-15
3094716,49215,1023,Shredding,Metal,2023-09-05
9648319,375,1008,Recycling,Metal,2024-04-23
9779391,43398,1005,Donation,Metal,2023-07-06
6240450,1254,1028,Burial,Paper,2023-06-09
7420101,27502,1005,Donation,Metal,2024-05-30
6109390,87284,1023,Donation,Paper,2024-03-28
2963667,45899,1013,Burial,Synthetic,2024-12-24
8075476,76880,1013,Shredding,Metal,2023-04-27
1128660,35574,1014,Incineration,Paper,2024-05-06
7157977,31820,1028,Repurposing,Paper,2023-08-13
8599774,28875,1013,Burial,Synthetic,2023-10-22
1128672,99835,1013,Shredding,Metal,2023-09-08
4929761,73560,1014,Shredding,Metal,2023-05-28
8468718,63336,1019,Donation,Leather,2024-10-04
5060855,35674,1013,Donation,Metal,2023-04-24
3094793,63502,1013,Incineration,Leather,2024-05-24
4798735,44951,1005,Incineration,Paper,2024-07-02
3356958,9051,1013,Shredding,Paper,2023-11-14
6109485,87097,1005,Donation,Leather,2023-11-10
4012336,20544,1019,Shredding,Metal,2023-10-01
8075581,25073,1023,Incineration,Metal,2024-04-14
5323077,85253,1028,Shredding,Paper,2023-10-26
7158099,25448,1008,Shredding,Leather,2023-03-06
8599892,34670,1019,Shredding,Synthetic,2023-04-19
1653081,63837,1019,Repurposing,Synthetic,2023-05-23
4667755,1590,1019,Burial,Leather,2024-12-20
4667760,9219,1013,Recycling,Leather,2023-02-06
6109558,17806,1023,Recycling,Paper,2023-02-09
4929912,211,1023,Incineration,Paper,2024-08-31
9386363,52677,1005,Shredding,Synthetic,2024-01-27
2570624,71592,1023,Shredding,Leather,2024-03-01
3488128,36146,1013,Recycling,Synthetic,2024-11-22
9910664,81205,1028,Repurposing,Paper,2024-03-30
4405662,96682,1014,Shredding,Synthetic,2023-08-31
4012455,39441,1019,Shredding,Synthetic,2023-05-13
6896040,6837,1014,Burial,Metal,2024-06-16
1915306,18056,1008,Repurposing,Synthetic,2023-06-25
8075697,92929,1014,Recycling,Paper,2024-06-11
7158200,633,1008,Recycling,Paper,2024-07-04
3619261,19820,1008,Incineration,Leather,2023-07-09
7420371,69751,1019,Incineration,Metal,2024-01-20
7289304,46608,1019,Repurposing,Leather,2023-08-13
3488223,74410,1028,Recycling,Leather,2024-01-21
6371814,59869,1013,Shredding,Synthetic,2024-06-20
9124329,90099,1008,Incineration,Synthetic,2023-02-26
7289323,7727,1013,Burial,Synthetic,2023-07-31
9648625,84165,1014,Repurposing,Synthetic,2023-04-09
5061106,6981,1014,Repurposing,Synthetic,2024-08-15
4798966,95328,1005,Recycling,Metal,2024-09-21
8337915,17493,1014,Incineration,Synthetic,2023-09-20
1260030,53006,1023,Repurposing,Leather,2024-03-17
5061123,14231,1019,Donation,Synthetic,2024-04-19
6765066,69254,1013,Repurposing,Leather,2023-06-03
6633995,64181,1023,Incineration,Synthetic,2023-11-23
9910803,14178,1028,Shredding,Leather,2023-11-10
5847573,72344,1002,Recycling,Paper,2024-04-12
8600088,14191,1028,Burial,Synthetic,2023-11-04
5192222,50755,1013,Donation,Leather,2024-08-16
8731168,97471,1014,Shredding,Metal,2023-08-05
5454373,26988,1013,Recycling,Metal,2024-03-17
6896168,6910,1013,Repurposing,Leather,2023-12-10
3226153,93701,1028,Incineration,Paper,2023-03-01
3881518,38829,1002,Incineration,Paper,2024-06-05
3488303,86729,1005,Burial,Metal,2024-09-23
8075830,79321,1023,Incineration,Synthetic,2024-01-21
5323321,90620,1014,Burial,Paper,2024-04-26
3619390,51067,1019,Incineration,Synthetic,2023-09-28
4536906,23150,1028,Recycling,Metal,2024-08-15
5978707,89219,1002,Incineration,Leather,2023-04-18
9255507,94299,1013,Donation,Leather,2023-05-24
7813717,98782,1002,Recycling,Metal,2024-05-02
9386582,2621,1008,Incineration,Paper,2024-07-15
6240863,21794,1023,Burial,Leather,2023-02-12
4536929,82410,1008,Donation,Leather,2024-04-14
2701923,78301,1023,Burial,Synthetic,2024-07-14
3881572,56838,1013,Repurposing,Synthetic,2024-05-28
5585515,48023,1028,Burial,Leather,2023-06-15
7551615,45786,1019,Recycling,Paper,2023-09-02
4143747,18485,1002,Recycling,Metal,2024-12-25
6634118,3105,1023,Recycling,Paper,2024-05-05
4668053,31137,1002,Shredding,Metal,2024-06-19
5847716,48834,1019,Burial,Paper,2023-01-25
9124521,23523,1014,Recycling,Leather,2024-01-29
6109866,66374,1005,Repurposing,Paper,2023-06-11
7289514,53123,1019,Donation,Leather,2024-11-11
1915565,64174,1008,Burial,Paper,2025-01-05
8207022,36610,1019,Donation,Metal,2024-07-17
8993455,89822,1002,Recycling,Synthetic,2023-12-04
3095230,33940,1013,Donation,Synthetic,2023-09-06
8862400,89387,1028,Burial,Paper,2023-05-13
9517769,69836,1028,Repurposing,Synthetic,2023-01-16
7289547,29896,1023,Repurposing,Synthetic,2024-07-05
1391315,33781,1002,Shredding,Paper,2024-03-18
2308849,58342,1024,Donation,Synthetic,2024-10-18
2439922,84443,1024,Donation,Paper,2024-07-19
4012788,66370,1028,Repurposing,Synthetic,2024-04-08
4668173,40892,1005,Shredding,Paper,2024-11-06
8862496,56900,1005,Recycling,Paper,2024-12-15
4012835,22165,1008,Shredding,Paper,2024-11-28
4143914,84536,1008,Incineration,Synthetic,2024-04-18
3357484,65103,1014,Donation,Paper,2024-11-16
4930349,35905,1013,Shredding,Paper,2024-07-26
5978924,66340,1023,Repurposing,Synthetic,2024-11-20
2177844,54503,1014,Incineration,Leather,2023-04-19
8338237,60617,1023,Incineration,Metal,2025-01-02
3750721,17816,1028,Incineration,Synthetic,2023-06-06
2571075,55701,1002,Recycling,Paper,2024-05-30
6241091,32528,1028,Recycling,Metal,2024-06-27
7945037,15299,1019,Shredding,Paper,2024-07-25
3357517,41345,1019,Recycling,Leather,2024-05-03
1653590,30589,1002,Incineration,Paper,2024-01-08
8207191,74958,1002,Shredding,Paper,2023-12-17
5061463,91426,1024,Incineration,Metal,2024-01-07
5454682,6709,1005,Recycling,Metal,2024-10-03
4406108,80989,1002,Recycling,Leather,2023-12-03
6896486,29741,1028,Donation,Leather,2023-05-07
7158639,7663,1024,Shredding,Synthetic,2024-10-07
2964345,90032,1002,Repurposing,Paper,2024-05-03
7551870,25577,1028,Donation,Synthetic,2024-04-06
8076161,96111,1019,Repurposing,Synthetic,2024-02-23
1129350,55911,1002,Incineration,Leather,2023-08-18
6503306,73502,1014,Incineration,Paper,2023-02-28
6110092,86313,1013,Donation,Metal,2024-08-24
2440078,55012,1013,Repurposing,Leather,2024-01-18
1653653,49811,1008,Repurposing,Metal,2024-07-21
6634400,5421,1024,Recycling,Leather,2024-08-17
5454752,4089,1014,Repurposing,Synthetic,2023-11-30
7027617,55781,1002,Recycling,Leather,2023-02-26
2177958,59514,1014,Donation,Metal,2024-05-21
3095473,53171,1019,Donation,Metal,2023-11-07
5585843,6703,1019,Recycling,Paper,2024-10-10
6372275,92296,1005,Recycling,Synthetic,2024-03-19
4144073,32722,1005,Shredding,Paper,2023-02-11
8862674,23275,1002,Shredding,Synthetic,2024-09-25
5454817,65021,1005,Shredding,Leather,2023-02-06
9124839,23304,1008,Burial,Synthetic,2024-05-12
4668398,41618,1005,Recycling,Paper,2023-01-19
5061631,50796,1005,Burial,Paper,2024-06-29
5454850,81448,1019,Incineration,Leather,2023-10-22
5585923,72447,1019,Recycling,Leather,2023-05-28
9124868,26259,1008,Burial,Metal,2023-10-27
2309129,17391,1013,Recycling,Metal,2023-08-19
3095565,89311,1008,Repurposing,Synthetic,2024-01-24
8993805,69860,1024,Shredding,Leather,2023-07-13
9780238,78083,1019,Incineration,Paper,2024-09-09
4144150,70600,1005,Shredding,Paper,2024-09-16
2440219,3278,1008,Repurposing,Paper,2023-12-30
7683100,58481,1024,Burial,Synthetic,2024-11-01
1522723,45892,1005,Burial,Paper,2024-01-08
1129510,33541,1014,Repurposing,Leather,2023-05-30
2571308,7030,1002,Repurposing,Leather,2024-12-21
9124911,78195,1013,Repurposing,Metal,2023-02-16
9911349,60161,1013,Repurposing,Paper,2023-05-19
4668480,7255,1002,Repurposing,Leather,2023-02-16
4275288,900,1013,Recycling,Paper,2024-06-27
2702431,19502,1023,Burial,Synthetic,2024-12-08
8338532,86218,1002,Recycling,Leather,2023-02-02
7027815,3396,1005,Shredding,Leather,2024-04-30
5192807,16937,1019,Incineration,Metal,2023-08-08
7945329,40433,1005,Recycling,Synthetic,2024-09-29
5717105,90318,1014,Recycling,Metal,2024-12-18
5192846,4292,1008,Shredding,Paper,2024-06-21
4930704,27624,1023,Burial,Paper,2023-11-16
8469654,67157,1005,Donation,Synthetic,2024-09-16
4668570,48997,1008,Donation,Synthetic,2024-04-15
6634651,9815,1013,Recycling,Metal,2023-09-06
7552158,15729,1002,Donation,Paper,2024-12-18
1391774,1932,1008,Burial,Leather,2023-05-21
9780387,35244,1013,Shredding,Paper,2024-06-14
